25 100
12
1 8
2 5687833 546875
2 9916120 4902343
2 6138979 1230468
3 2744887 9999944
2 5651024 10000000
2 1406523 9824218
3 6033422 9999943
2 7686728 7819212
2 6460307 8635863
3 357404 9999942
3 7686728 9999943
2 9416790 7819212
3 6637235 9999943
3 1639278 9999944
2 6173093 3041991
3 5089538 9999944
2 1151498 6689452
2 6408765 1503906
3 228946 9999943
2 202171202 8027037
2 2115925 2734374
3 726284964 9999942
2 506 3691405
3 8254740 9999942
2 518475 6542968
2 6068914 8368529
2 4611973 5448826
3 9416790 9999940
3 9424037 9999941
3 8090085 9999942
2 7165222 7828825
2 7924745 9472655
3 506 9999941
2 4385246 7128905
3 1406523 9999941
3 6845700 9999942
3 2115925 9999943
3 782410556 9999944
2 6072249 3759765
3 5852986 9999944
2 7445070 2666015
3 6408765 9999944
3 8200533 9999945
2 8957437 1640624
3 139949 9999945
3 1276616 9999946
2 6883816 1879882
2 8338099 9824218
3 7165222 9999945
2 893081312 7828825
2 8926475 2290038
3 5600791 9999944
2 3808216 2854003
3 6072249 9999944
2 1093553 3759765
2 692958672 1503905
2 8082747 5201692
2 5302754 1760253
3 2439191 9999941
2 2148627 6205825
2 5573914 1999511
2 776973 5689524
3 5573914 9999939
3 5952832 9999940
3 8338099 9999941
3 8926475 9999942
3 8985661 9999943
3 8957437 9999944
2 5048624 9824218
2 1282587 2290038
3 6068914 9999943
3 8318693 9999944
2 7937022 922851
3 1282587 9999944
2 6149823 2290038
2 382863286 3383788
3 2251549 9999943
3 5124159 9999944
3 692958672 9999945
2 1804835 1563720
2 2576490 7632674
3 4611973 9999944
2 5469051 5507391
2 7741602 6374396
2 3901749 8368529
2 6378020 1999511
2 3041311 5910910
3 2139964 9999940
2 1470108 2478026
2 5621495 8130949
3 5302754 9999939
3 262814 9999940
2 7493194 358887
3 1470108 9999940
2 5270107 2478026
2 9008002 1721801
2 9729557 649414
3 5621495 9999938
2 8259898 8130949
2 4933805 3657226
2 5282684 3862304
2 6086103 4626464
3 6883816 9999935
2 7291636 1860656
3 7924745 9999935
3 382863286 9999936
2 9156667 9472655
2 2444770 3383788
2 7114229 4426268
3 1093553 9999934
3 612311488 9999935
3 7937022 9999936
2 2453462 922851
3 2620779 9999936
3 3713960 9999937
2 7869605 3212889
2 2414548 2144774
2 3437839 5800217
2 4866502 3759765
3 2576490 9999934
2 58360295 7632674
3 6845550 9999934
3 518475 9999935
2 5286650 9121093
2 1255661 6531924
2 505532 7927931
2 7360535 1465453
2 2497134 7534598
3 5517427 9999931
3 2148627 9999932
2 2152733 6194781
2 9899820 1347960
3 4385246 9999931
2 3068725 7128905
2 985968292 7730749
3 7445070 9999930
2 7348941 2666014
3 8286950 9999930
2 9224850 7404994
2 4876005 2760008
3 4866502 9999929
2 1236682 3759765
2 3355133 264893
2 2959372 452881
2 9751207 2384032
3 5638162 9999926
2 1622020 6835936
2 3363071 2572020
3 800085595 9999925
3 8287990 9999926
2 1663346 8790587
3 6149823 9999926
3 6086103 9999927
2 165684529 8502196
2 3599440 2264403
2 3727035 4626464
2 333568226 2947997
2 1932917 5598457
2 998116 5416325
2 6850143 4055175
3 9899820 9999921
2 6311644 1347960
2 5010487 4235839
2 5115150 6104973
3 5882256 9999919
3 5330042 9999920
2 8028733 132447
3 7741602 9999920
2 5488834 6363352
3 3727035 9999920
3 4876005 9999921
3 5270107 9999922
3 1123968 9999923
2 4754285 5309008
3 165684529 9999923
2 4951218 8502196
2 6348549 4626464
2 7167668 3958739
2 3358703 2760008
2 3726886 2478026
3 7114229 9999919
2 1413447 4426268
2 7194206 4990234
2 9626785 9560546
2 129530240 9912109
3 7348941 9999916
2 604345 2666014
2 7993592 4814452
2 10755 9033202
2 402670154 9208983
3 7810987 9999913
3 129530240 9999914
3 9751207 9999915
3 1932917 9999916
3 17510 9999917
2 6803763 9340819
3 6348549 9999917
3 10755 9999918
3 2911378 9999919
3 1663346 9999920
3 3726886 9999921
2 1409240 8790587
2 3088867 2418211
2 3137194 9692382
2 7480029 4626464
2 1636588 6007941
3 893081312 9999917
2 2802933 7829340
3 6311644 9999917
3 1572789 9999918
2 1775680 6982420
2 3715179 1347960
2 9107410 5598457
3 1622020 9999916
3 3437839 9999917
3 9207793 9999918
3 1409240 9999919
2 9691197 8790587
2 3767116 6835936
2 7270247 5800217
2 7294078 9912109
2 264897 9033202
2 3902240 1008300
2 6643019 3298338
3 5469051 9999913
2 609682712 5507391
3 2152733 9999913
2 4998513 6234162
2 1635344 3469237
2 8759675 837402
3 3599440 9999911
2 7285640 2281492
3 1413447 9999911
3 5488834 9999912
2 3860255 6383043
2 5437462 4426268
3 58360295 9999911
2 2583799 7632673
2 5446862 3127440
2 4085201 1642760
2 3506416 6610688
2 908763 8867949
2 2772610 8713225
3 1635344 9999906
3 5437462 9999907
3 6850143 9999908
2 3265919 4426268
2 6546550 4052123
3 3358703 9999907
3 505532 9999908
2 9685701 7928188
3 2772610 9999908
2 112664234 2760008
3 7167668 9999908
2 2268475 3957213
3 9626785 9999908
2 5832776 9582518
2 7251475 3469237
2 920474 8713225
3 9008002 9999906
2 801689323 1751708
2 755282 2495115
2 443782181 6308602
2 5218388 6457483
3 9156667 9999903
2 2385853 9461668
2 1756492 7055662
3 2004576 9999902
2 9010261 8249739
2 5490116 7202147
3 5832776 9999901
3 2583799 9999902
3 3088867 9999903
2 1510617 9577025
2 9287320 2388303
3 7869605 9999902
2 5648881 7632673
2 7539856 3212889
2 9394555 6762694
2 1146018 6909178
2 835571893 2072142
3 264897 9999898
2 8511194 9033202
3 9224850 9999898
2 8403243 7404994
2 938898 1930083
2 9895141 1162109
2 1564820 2213133
3 9685701 9999895
2 2430589 7928188
3 1756492 9999895
2 3994626 7055662
3 9007298 9999895
3 7993592 9999896
2 8585601 4814452
3 8585601 9999896
3 755282 9999897
2 8178940 2480161
2 3867991 4814452
3 5446862 9999896
2 9397620 3127440
2 7762095 8950575
2 1345894 8435362
2 4338889 8569029
3 918519 9999893
3 3506416 9999894
2 4207332 3563231
2 7364703 6610688
2 8317398 1
2 116754425 66224
2 363832 198670
2 6655043 9274901
2 5913098 9758300
2 6163261 7340192
2 7199436 7469796
3 8403243 9999886
2 5655125 7404994
3 7762095 9999886
2 1447802 8950575
2 7380973 6169567
2 2717756 5139908
3 4754285 9999884
2 1304197 5309008
3 2430589 9999884
2 1393514 7928188
3 4085201 9999884
2 5371515 1657714
3 5651024 9999884
2 6315912 9401243
2 82887123 8190344
2 1847002 8309134
2 628107725 1406706
3 4933805 9999881
3 5655125 9999882
2 4588920 3661498
3 2414548 9999882
3 8759675 9999883
2 5291599 837402
2 8422150 2142637
3 4588920 9999882
2 6472359 3661498
2 1615166 7404994
2 713662977 1289214
2 1293920 9519346
3 908763 9999879
3 1615166 9999880
2 6837591 8870581
3 7194206 9999880
2 9788788 4990234
3 3767116 9999880
3 1847002 9999881
2 6497083 6835936
2 8013282 7404994
2 4481269 8309134
3 8317398 9999879
2 1005978 9634703
2 4148365 5744870
2 1079388 5855563
2 8800695 1806182
2 6464782 5362666
2 6725265 5255350
3 9895141 9999874
3 1304197 9999875
3 6173093 9999876
2 6353986 3037718
2 1902037 1162109
2 5563972 5309008
3 5218388 9999874
3 443782181 9999875
2 7201995 6308602
3 9788788 9999875
2 473899416 4990234
3 920474 9999875
3 5286650 9999876
2 1873007 9121092
3 7380973 9999876
3 2802933 9999877
2 34714274 7829468
2 8042165 8713225
3 3355133 9999876
3 776973 9999877
2 5701888 278778
2 6351147 6457483
3 2453462 9999876
2 25493880 922851
2 7286787 5671663
3 7360535 9999875
2 894576 1485213
3 1255661 9999875
2 2993769 6534085
2 9356136 6169567
2 9971763 2334897
3 5692507 9999873
3 3137194 9999874
2 9198326 1085204
2 8118297 9696501
2 3508312 8078993
2 1237731 598144
3 8082747 9999871
2 155467856 5197629
2 2580027 700683
3 8013282 9999870
2 7748040 7404994
3 9356136 9999870
2 8009313 6169567
2 6043968 3811034
2 7120619 4476317
3 1873007 9999868
3 3068725 9999869
2 1446030 9121092
2 3136017 7128904
2 278704 4576415
3 1151498 9999867
2 492841 6686691
2 8370728 4676513
3 1564820 9999866
2 7878081 2212064
3 6353986 9999866
3 8042165 9999867
2 8956476 3037718
3 2993769 9999867
2 396616453 8713225
2 4558132 6534085
3 6351147 9999866
2 3239325 6458564
3 4148365 9999866
2 328443938 5735940
3 333568226 9999866
2 7938515 2945860
3 1804835 9999866
3 998116 9999867
2 7322134 1571463
2 9648441 5435028
3 7286787 9999866
2 410190 5667198
3 9394555 9999866
3 7291636 9999867
2 923896573 6761313
3 473899416 9999867
2 3445506 4990234
3 7201995 9999867
2 826547 6308602
2 755514 1868132
2 6141357 4376219
3 7480029 9999865
3 9691197 9999866
2 9743832 8791903
2 7269731 4626464
3 1293920 9999865
2 518992 9519346
2 6751931 7977612
2 4805602 7878828
3 5648881 9999863
3 5282684 9999864
2 7437409 7632673
2 3003328 3884123
2 8085611 7780108
3 7878081 9999862
3 2959372 9999863
2 1272334 452881
2 1604113 2212064
2 5730864 3612364
3 9515315 9999861
3 1636588 9999862
3 25493880 9999863
3 3994626 9999864
2 3969523 6007941
2 7574778 4143981
3 7120619 9999863
2 2365899 922851
2 5904434 7055662
2 1742469 4476317
3 3265919 9999861
2 4349034 4426268
3 5913098 9999861
3 938898 9999862
3 5730864 9999863
2 1729351 1933821
2 376926 9760359
2 3139489 3612364
3 1510617 9999861
2 5452182 9577024
2 4411961 3710631
2 45262456 7681711
2 8177667 7583635
2 3647050 6056457
2 6771837 5959425
2 4745228 4004668
3 8800695 9999855
2 362528533 1809920
3 6472359 9999855
2 2616634 3661497
3 4745228 9999855
3 3647050 9999856
3 3808216 9999857
3 713662977 9999858
3 8118297 9999859
3 3715179 9999860
3 7251475 9999861
2 3006383 2852934
2 1489894 3473509
2 5508937 1318587
2 17933128 9697531
2 130195 6056457
2 9981594 4004668
3 402670154 9999856
2 61547 9197996
2 4136018 405884
2 162773925 499878
2 4643668 1704711
3 7285640 9999853
3 6725265 9999854
2 9229595 2273480
2 7718978 5253318
2 1146197 2619017
3 8177667 9999852
3 7140106 9999853
3 9010261 9999854
2 6099382 8249739
3 835571893 9999854
2 418327 2071074
2 588398 4526366
3 4558132 9999853
2 4288111 6534626
3 3860255 9999853
3 1005978 9999854
2 1683106 6383583
3 3003328 9999854
3 2439447 9999855
3 8259898 9999856
3 8956476 9999857
3 4349034 9999858
2 3013803 3036650
2 9326226 3884123
3 5563972 9999857
2 9814659 4306029
2 611786 9637277
2 8408317 8134668
3 2385853 9999855
2 9635202 9460294
2 3779477 5307992
2 8563204 4426268
2 5184127 7583635
3 5452182 9999852
2 8397820 9578311
3 34714274 9999852
2 3644485 7829468
2 7921012 2713011
3 6771837 9999851
2 3250525 5959425
3 396616453 9999851
3 9648441 9999852
3 8511194 9999853
3 7718978 9999854
2 6810212 9035833
2 2689119 8713883
3 1446030 9999853
3 611786 9999854
3 1393514 9999855
3 7270247 9999856
2 2598670 9116914
3 7322134 9999856
3 8178940 9999857
2 82668733 2480161
3 9743832 9999857
2 6026306 1571463
3 1237731 9999857
2 8619379 8792232
2 274554 5435028
3 5508937 9999856
3 4643668 9999857
3 7574778 9999858
2 185623 4143981
2 2061422 1318587
3 5904434 9999857
2 2869743 7055662
2 830917414 5795751
2 2737673 9637921
3 3041311 9999855
2 4290014 5252810
2 1894433 5907494
3 7294078 9999854
2 9424662 10000000
3 6476927 9999854
3 6141357 9999855
2 6399845 9912109
3 8370728 9999855
2 6831050 4720458
3 9424662 9999855
3 3867991 9999856
3 1079388 9999857
2 2657447 4811400
2 836926 4366148
2 9029889 5851622
3 8408317 9999855
2 4522742 8134668
2 5495833 598144
2 1246040 7928220
2 3101923 1704711
2 4289450 4673461
2 415325 2806471
3 2268475 9999850
2 5892962 3944395
2 6617717 2899397
2 6429028 2526090
2 961503 2434232
3 9814659 9999847
2 8133084 4300993
2 7514295 4098052
2 685086222 4189910
3 4289450 9999845
3 4522742 9999846
3 5371515 9999847
2 6750875 1638087
2 7222722 8134668
2 869769941 4673461
3 3250525 9999845
2 8097146 5957717
3 6643019 9999845
2 1790027 3298338
2 6648754 5552924
3 9729557 9999844
2 3364643 649413
3 8397820 9999844
2 164885008 9578633
2 3339515 4856871
3 2737673 9999843
2 7935496 9638082
2 9987539 4765929
3 7921012 9999842
2 9172352 2713011
3 5115150 9999842
2 9570873 6113012
2 302712 2991255
2 7158275 3082045
3 82887123 9999840
3 8133084 9999841
2 8806278 4300993
3 755514 9999841
3 8806278 9999842
3 3779477 9999843
3 7539856 9999844
2 5993985 3212889
2 7351904 4300993
3 363832 9999843
2 9282073 205612
2 830552 1871870
2 7953891 8192203
3 6810212 9999841
2 8650960 9033744
3 6138979 9999841
2 9089353 1240348
2 7935432 5307738
2 5033875 3518370
3 2598670 9999839
2 5260608 9115870
3 2689119 9999839
3 4588855 9999840
2 9129783 8714047
2 6975630 5065071
2 1897617 3428648
2 984097200 1362646
2 5826459 10000000
2 8705602 4946288
3 17933128 9999835
2 193011 9699220
3 8028733 9999835
2 6642464 135918
3 984097200 9999835
2 584665 1362646
2 2588696 9868163
3 2616634 9999834
2 6650097 3661497
3 826547 9999834
2 2200230 6308872
2 2914569 9956054
3 609682712 9999833
2 6430686 5493976
2 1640481 1528338
3 2497134 9999832
2 6264086 7526715
3 2717756 9999832
3 9971763 9999833
2 214110437 5131350
2 7653652 2330891
3 9229595 9999832
2 1227133 2271477
3 214110437 9999832
2 8890242 5131350
2 2577685 3341063
3 5687833 9999831
2 7980474 549011
2 835442861 794677
3 6650097 9999830
2 9297650 3661497
2 7907141 880126
3 628107725 9999829
2 4191530 1423929
3 5033875 9999829
2 7794619 3518370
2 5001186 965575
2 1917301 3170164
2 5813092 3255613
2 2046303 8992159
2 150302294 9074807
3 1742469 9999824
3 6655043 9999825
2 9232677 9269407
2 258541780 4476317
2 8627471 9156933
3 7493194 9999823
3 1775680 9999824
3 1683106 9999825
2 5583912 6383718
3 5495833 9999825
2 807617 6982420
3 82668733 9999825
3 9198326 9999826
2 9493948 1085204
2 9200023 342331
2 144750 599212
3 830917414 9999824
3 258541780 9999825
2 2814237 5793781
3 1236682 9999825
2 5498530 3760832
3 6264086 9999825
3 7794619 9999826
2 969777057 7526715
3 193011 9999826
2 3590550 9699220
3 7935432 9999826
2 3323767 5307738
2 2923982 4476317
2 991867089 2480161
2 172880624 3518370
2 4020571 8910578
2 3994754 8831406
2 8155925 1201228
3 9635202 9999820
2 3239098 9460294
2 8131501 1279467
3 6803763 9999819
2 4652658 9335325
3 7269731 9999819
2 7903075 4624938
3 1246040 9999819
3 4288111 9999820
2 7708902 6534626
2 5740361 7928220
3 7222722 9999819
2 2794014 8135598
2 9423457 8753139
3 961503 9999818
2 9468758 2434232
2 6812281 8674955
2 9034808 1123656
3 9034808 9999816
3 5010487 9999817
3 4252897 9999818
2 2812989 4245451
2 8505932 747680
3 2814237 9999817
2 332179285 5793781
2 990404 1123656
2 3323967 1046752
2 3325622 6496595
2 150244313 6572657
3 1897617 9999813
2 739182 3428648
3 278704 9999813
3 7903075 9999814
2 381421853 4599913
2 9523372 6648689
2 4667463 6346295
2 814430 6421141
3 6399845 9999811
2 3620255 9912108
3 2914569 9999811
3 5701888 9999812
2 7402386 273971
3 4411961 9999812
2 233734403 3711164
2 626841162 9956054
2 1771645 5027652
2 2895372 6271517
2 6982951 6798624
2 4867006 6724002
2 251613569 4636687
2 6188768 4563139
2 6925195 7165525
2 2300018 7238768
2 3185221 6872557
2 9377268 6945799
3 172880624 9999801
3 6975630 9999802
2 965009851 5079501
2 9422434 3518370
3 991867089 9999801
3 7953891 9999802
3 3325622 9999803
2 1498591 8192668
2 1129174 2480161
2 506821369 6496595
2 3101880 7019041
2 2193475 7092283
2 1028874 3847578
2 9544637 5398847
3 9029889 9999797
3 7199436 9999798
3 376926 9999799
3 9493948 9999800
2 5626820 9761719
3 2444770 9999800
2 7833325 7465854
2 872979004 5850637
2 288065431 3384855
2 9881070 1085204
2 5522161 2035292
3 6429028 9999796
2 6042022 2526090
2 2928905 2106855
3 4692833 9999795
2 7953630 7289480
2 9701025 9233701
3 4951218 9999794
3 45262456 9999795
2 6827420 8502195
2 4655863 7681711
3 4020571 9999794
2 3468180 8910578
2 4258639 101071
2 5951622 170765
2 4429545 2177350
3 8619379 9999791
2 751678 8792272
2 606849 5701569
3 9981594 9999790
2 7227126 3998259
2 7191449 5632827
2 8168664 308151
3 894576 9999788
3 9200023 9999789
2 3182895 1476133
3 8085611 9999789
3 5184127 9999790
2 1440738 7579694
2 7179125 7780108
2 100580 357017
3 2657447 9999788
3 3006383 9999789
3 1902037 9999790
2 4586233 2852934
2 6020024 4811400
3 9570873 9999789
2 884881 6113012
3 872979004 9999789
3 5993985 9999790
3 3644485 9999791
3 3185221 9999792
3 332179285 9999793
2 2611454 5821717
3 9544637 9999793
2 6661311 7829468
2 5297974 5778828
2 1453529 5864605
3 2365899 9999791
3 9232677 9999792
3 202171202 9999793
3 7980474 9999794
3 2812989 9999795
2 6351526 4245451
2 4010121 9284513
3 7935496 9999794
2 4038494 9638926
2 298657 8028302
2 4024064 549545
2 751147 922850
3 6925195 9999791
2 847719544 3212888
2 2558339 1162442
3 7938515 9999790
3 1129174 9999791
2 3049094 2480161
2 7121769 2945326
2 3279336 7165525
3 6043968 9999789
2 5523841 3804205
3 9172352 9999789
3 2794014 9999790
2 9667580 8135830
2 6902999 2713011
2 9824302 6872557
2 2943409 5398847
3 415325 9999787
2 4039654 2806471
2 5444297 239791
3 1146197 9999786
2 9838238 2619017
3 3902240 9999786
3 3013803 9999787
2 176909 3036650
2 4397788 1006163
2 4069559 8535612
3 1771645 9999785
2 3478612 5034867
2 2101903 8602446
2 3660230 8401945
2 6044329 8468778
2 771880 1604775
3 9667580 9999781
3 8505932 9999782
3 606849 9999783
3 869769941 9999784
2 8339147 8135830
2 5356338 747680
2 776595461 4678572
2 4337844 5701569
2 8882671 1671399
2 2880806 5164489
2 7993225 1
3 155467856 9999778
3 7833325 9999779
2 4273828 7465854
2 2056863 5208649
3 6351526 9999778
3 8009313 9999779
3 2101903 9999780
2 2055672 6173587
2 4863235 4245451
2 4465994 8602446
3 130195 9999778
3 8563204 9999779
3 3660230 9999780
3 302712 9999781
2 6438805 4421232
2 2449284 6060476
3 7179125 9999780
3 506821369 9999781
2 467337355 7780108
3 251613569 9999781
3 1146018 9999782
3 3139489 9999783
3 588398 9999784
3 771880 9999785
3 6042022 9999786
3 9916120 9999787
3 3279336 9999788
2 4530530 3612364
2 3934965 2526090
2 179940 2990988
2 22367 4901579
2 3626198 4519728
2 1069177 4639242
2 904126392 6496595
3 9987539 9999782
3 5444297 9999783
3 2611454 9999784
2 8990397 4765929
3 2943409 9999784
2 6825154 5821716
3 3239325 9999784
2 2102003 6458868
2 3696890 7165525
3 5001186 9999783
2 5960139 964506
2 813106 6909178
3 6827420 9999782
2 361725859 5398847
2 4566122 239791
2 7285149 8502195
3 4136018 9999780
2 945570 404949
2 5482933 8401945
2 1308452 1604775
3 3445506 9999778
3 835442861 9999779
3 274554 9999780
3 4069559 9999781
3 8627471 9999782
2 805605 5446411
3 3934965 9999782
2 265471050 2526090
2 3575293 792541
2 546363020 4990577
2 9284647 9156933
3 1308452 9999779
3 6460307 9999780
2 5831226 8638700
2 2745005 8535612
2 6692476 1604775
3 7402386 9999778
3 418327 9999779
3 9468758 9999780
3 144750 9999781
2 822191 599479
2 5301478 2434232
2 9448521 2071073
3 265471050 9999779
3 61547 9999780
3 1894433 9999781
3 4337844 9999782
2 7344704 5911161
2 2180971 2526090
3 965009851 9999781
2 4722104 5083108
2 6063555 9195317
3 751147 9999780
2 7008048 922316
2 1423259 5701569
3 6044329 9999779
2 602160168 273971
2 3668339 8468778
2 3226746 33112
3 9377268 9999777
2 6628811 6945799
2 559538 9368284
3 3364643 9999776
3 546363020 9999777
3 923896573 9999778
3 830552 9999779
2 9312925 1871870
2 5347244 650081
2 462442055 4990577
2 6199006 6761313
2 7626401 1966666
3 801689323 9999775
3 602160168 9999776
2 4742812 1757315
2 2000887 273971
2 2036686 4333570
3 4566122 9999774
3 361725859 9999775
3 3323967 9999776
2 3363803 5404538
2 8985346 1045683
2 3448341 239791
3 4652658 9999774
2 7557690 9326398
2 693549 7372593
3 4191530 9999773
2 8732146 1419389
2 4299717 9730469
3 9423457 9999772
3 5498530 9999773
2 3618512 3757684
3 9089353 9999773
3 467337355 9999774
2 2992007 7780108
3 7626401 9999774
3 1640481 9999775
3 112664234 9999776
3 3575293 9999777
2 3321814 1523798
2 456600185 2759741
3 4429545 9999776
2 8927758 792541
3 150244313 9999776
2 8460559 1240347
2 5442502 8753159
2 3055017 6572657
2 426920 2177350
3 7708902 9999773
2 1494593 6534626
3 2588696 9999773
2 895716790 9868163
2 9876953 1966666
3 4742812 9999772
3 1729351 9999773
2 5962036 1757315
2 117231 1919268
3 9523372 9999772
3 2745005 9999773
2 5690786 6648689
2 912309 8535612
2 270210340 9792968
3 8890242 9999771
2 5365325 5123798
2 7656476 1840895
2 4778359 7496284
2 9643854 7435424
2 4513617 6143299
2 129392 6203874
2 9787099 9669073
3 5583912 9999765
2 1382248 6383718
2 535859 9608779
2 545144506 3914259
2 9221805 2301184
3 7653652 9999762
2 314994 2344743
2 7175365 2241770
3 6751931 9999761
3 2000887 9999762
2 9169232 7978261
3 1028874 9999762
3 5813092 9999763
2 661511 3255613
2 5248030 3844164
3 661511 9999762
3 626841162 9999763
3 2558339 9999764
3 6430686 9999765
3 4299717 9999766
3 381421853 9999767
2 495196069 5499667
2 9454164 9956054
2 6018319 3255613
3 9701025 9999765
3 814430 9999766
2 5147842 9239915
2 6638037 1162442
2 273205444 4601190
2 1153983 6421293
3 4530530 9999763
3 884881 9999764
2 2445490 3612364
2 8190725 6101887
3 4722104 9999763
2 4557034 5079332
2 311709 273971
2 8524716 9730469
3 518992 9999761
2 302901 9519463
3 3323767 9999761
3 2193475 9999762
2 5953024 5307738
3 3620255 9999762
2 5805625 9912108
3 945570 9999762
3 4397788 9999763
2 241403540 404949
3 3182895 9999763
2 2729853 1471593
2 678980364 1005094
2 7056935 7092283
3 3055017 9999761
2 8246660 6572657
2 3285887 8279436
3 1227133 9999760
3 7907141 9999761
3 314994 9999762
3 2449284 9999763
3 8882671 9999764
2 2565492 6054914
3 3339515 9999764
2 7812061 4856489
2 1989996 2344743
3 5690786 9999763
3 6825154 9999764
3 7351904 9999765
2 4888161 4289510
2 275136 5821716
3 1423259 9999764
3 4655863 9999765
3 7344704 9999766
2 8379045 7681711
2 3191892 5911161
3 1069177 9999765
2 6233661 879859
3 8524716 9999765
2 7951682 4639881
2 4275029 6648689
2 4587204 5701569
3 7993225 9999763
3 288065431 9999764
3 6661311 9999765
3 9838238 9999766
3 1153983 9999767
3 3363071 9999768
2 2409635 2596052
2 5237866 7829468
3 8990397 9999767
2 292987 4765929
3 5260608 9999767
2 6204424 3384855
3 3321814 9999767
2 8443809 1521528
2 3074944 9115870
2 9377707 6421293
2 6942482 2561071
3 8927758 9999764
2 9397891 792541
3 6199006 9999764
3 3448341 9999765
3 4557034 9999766
2 6975884 5079332
3 3136017 9999766
3 8168664 9999767
3 1494593 9999768
3 4863235 9999769
3 9876953 9999770
2 703252397 4239710
3 5490116 9999770
2 2838386 315494
3 807617 9999770
2 986467 1959389
2 8387754 6534626
3 3101923 9999769
2 8695995 1697701
3 822191 9999769
2 4999240 599813
2 5488403 6761313
3 116754425 9999768
3 990404 9999769
2 2564822 1123823
3 4338889 9999769
3 292987 9999770
3 6982951 9999771
3 604345 9999772
3 456600185 9999773
2 5174543 2654531
2 6088774 2759741
2 7923497 4765929
2 348072 6798624
2 3638131 7202146
3 7656476 9999769
3 241403540 9999770
2 8585270 404949
3 2838386 9999770
2 9776279 315494
2 6839918 6982420
3 5962036 9999769
3 6617717 9999770
2 3312541 1753810
2 1906092 2899130
3 8387754 9999769
3 9297650 9999770
3 311709 9999771
3 2923982 9999772
2 238614047 260553
3 6692476 9999772
2 8815900 3661764
2 8511863 4470480
3 5953024 9999771
2 3672724 5307738
3 3901749 9999771
2 5078013 8355539
2 3232524 6534626
2 9954343 7128904
3 4998513 9999769
3 9454164 9999770
3 2729853 9999771
2 9196768 1470458
2 1925899 9956054
3 2409635 9999770
2 9082712 2607801
2 6040163 67091
2 5340330 6237695
3 9221805 9999768
3 2300018 9999769
2 9610825 2293256
3 8097146 9999769
2 5381534 5959551
2 2407009 7245813
2 9302848 8569029
2 8819307 1604775
2 9951442 9730469
3 8460559 9999765
3 5522161 9999766
3 2061422 9999767
3 9824302 9999768
3 8815900 9999769
3 5951622 9999770
3 8190725 9999771
3 4024064 9999772
3 5960139 9999773
2 66803 549845
2 9344890 3661764
2 329965 6099106
3 7557690 9999771
2 9505202 9326398
2 4940805 1321056
2 2681908 963705
2 4496111 1240347
3 4038494 9999768
2 1343532 6872557
3 7158275 9999768
2 5654197 3082045
2 467748 2035292
3 8650960 9999767
3 678980364 9999768
2 690638251 9033483
3 6837591 9999768
2 9536760 1004694
2 6154883 8870992
2 1908426 170765
2 244605 1840895
2 7324940 9638926
3 117231 9999764
3 6188768 9999765
2 9420467 1915629
3 4481269 9999765
2 4411360 4560459
2 857336075 8317487
2 5411570 1667894
2 3094469 9549048
3 8819307 9999762
2 4586538 1604775
2 2791261 9489878
2 1558764 9430768
2 5584007 2683771
2 8809118 8221203
3 6204424 9999758
2 5289567 3384855
3 9787099 9999758
2 133385564 9669073
2 4221495 8164249
3 6315912 9999757
2 3952084 9399526
2 2893071 8107411
3 4587204 9999756
3 1453529 9999757
3 329965 9999758
2 187760424 5866438
2 28915 6099106
3 5626820 9999757
3 8809118 9999758
3 5356338 9999759
2 5537596 746612
3 410190 9999759
3 176909 9999760
3 187760424 9999761
3 6975884 9999762
2 3406959 5684383
2 6612134 3036516
3 164885008 9999761
2 3049927 5866438
2 6130654 5079332
3 3232524 9999760
2 5833375 6534626
2 138134 9761718
2 958938809 9578913
2 6454264 8221203
2 4160387 1391017
3 6163261 9999756
2 3235056 7331036
2 9617243 1781865
2 430594562 1725755
2 2207509 4393690
2 763908 233082
2 3921791 288023
3 9505202 9999751
2 39837948 9326398
2 6497751 5280274
2 8684846 5335202
3 6750875 9999749
3 5482933 9999750
2 928608861 8395450
2 4901868 1636334
2 256775 3971327
2 6020254 4025191
3 8155925 9999747
2 8849887 1201394
2 6618070 5526295
3 9610825 9999746
3 9287320 9999747
2 1641381 2293256
2 211776084 2389487
3 6130654 9999746
3 3191892 9999747
3 8422150 9999748
3 895716790 9999749
2 4790503 5912994
3 3638131 9999749
3 328443938 9999750
2 1937402 5731605
3 4411360 9999750
2 1005131 5079332
2 1482930 9868163
3 1482930 9999749
2 8986019 9868163
2 5005290 4560459
2 2619805 7205669
2 218552492 2142102
2 4668487 5473039
3 238614047 9999745
3 3285887 9999746
2 1152474 8283613
2 2870477 260552
3 5174543 9999745
2 143378 2645786
3 8985346 9999745
3 805605 9999746
3 9617243 9999747
3 1641381 9999748
2 1266557 2293256
2 839766668 1044949
3 8705602 9999747
3 703252397 9999748
2 5931955 4239710
2 7527994 4946078
2 5200429 5438788
3 5291599 9999746
2 4566386 836200
2 4963909 1781865
2 4414580 7553204
3 1908426 9999744
3 7121769 9999745
2 1324731 2945059
3 5411570 9999745
2 6845640 170765
2 4957075 1667017
2 5678362 7606183
3 129392 9999743
2 9999723 6205641
2 5444562 5658605
3 3590550 9999742
3 8732146 9999743
3 9196768 9999744
2 1963919 1456272
3 4273828 9999744
3 6026306 9999745
3 6642464 9999746
3 3696890 9999747
2 5548798 1563151
2 189247553 7167286
2 2536352 135918
2 1159371 1488900
3 9326226 9999744
